no.,receiving_date,location,harvesting_date,mass_g,volume_ml,yield_of_juice_ml,polyphenols_content_mg,polyphenols_concentration_mggae/ml,length,width,location_ElJahliye,location_Hasbaya,location_Rachiine,day_time_diff,n_days,maturity,humidity,solar_radiation,air_temperature,degree_brix,ta_av,mi,color_intensity_n,color_intensity_d,color_intensity,dilution,precipitation,day_time_diff_harvesting,day_time_diff_receiving,days_since_harvesting,normalized_days_since_harvesting,harvesting_mapping
479.0,2023-10-27,Hasbaya,2023-10-26,380.01,360.0,114.0,706.102041,6.193878,69.51,84.95,False,True,False,0.851852,1,True,30.04,167.0,25.37,16.5,0.3797333333333334,43.45154494382022,0.0,5.176482,5.176482,True,0.0,0.8518518518518519,0.8518518518518519,1,0.25,0.7222222222222222
480.0,2023-10-27,Hasbaya,2023-10-26,406.24,400.0,142.0,742.843537,5.231293,78.075,88.5,False,True,False,0.851852,1,True,30.04,167.0,25.37,16.6,0.4352,38.14338235294117,0.0,6.905279,6.905279,True,0.0,0.8518518518518519,0.8518518518518519,1,0.25,0.7222222222222222
481.0,2023-10-27,Hasbaya,2023-10-26,293.79,290.0,83.0,383.380952,4.619048,65.56,82.76,False,True,False,0.851852,1,True,30.04,167.0,25.37,16.0,0.3754666666666666,42.61363636363636,0.0,3.339686,3.339686,True,0.0,0.8518518518518519,0.8518518518518519,1,0.25,0.7222222222222222
482.0,2023-10-27,Hasbaya,2023-10-26,351.33,340.0,103.0,492.235507,4.778986,65.255,80.99,False,True,False,0.851852,1,True,30.04,167.0,25.37,15.6,0.7424,21.01293103448276,0.0,5.77153,5.77153,True,0.0,0.8518518518518519,0.8518518518518519,1,0.25,0.7222222222222222
484.0,2023-10-27,Hasbaya,2023-10-26,236.75,240.0,74.0,332.463768,4.492754,59.54,73.74,False,True,False,0.851852,1,True,30.04,167.0,25.37,17.4,0.6272,27.742346938775505,0.0,4.233764,4.233764,True,0.0,0.8518518518518519,0.8518518518518519,1,0.25,0.7222222222222222
485.0,2023-10-27,Hasbaya,2023-10-26,362.16,360.0,96.0,432.347826,4.503623,71.965,84.55,False,True,False,0.851852,1,True,30.04,167.0,25.37,15.2,0.5034666666666666,30.190677966101696,0.0,6.782363,6.782363,True,0.0,0.8518518518518519,0.8518518518518519,1,0.25,0.7222222222222222
486.0,2023-10-27,Hasbaya,2023-10-26,338.68,330.0,98.0,559.594203,5.710145,72.045,80.9,False,True,False,0.851852,1,True,30.04,167.0,25.37,16.0,0.5802666666666667,27.573529411764703,0.0,7.028847,7.028847,True,0.0,0.8518518518518519,0.8518518518518519,1,0.25,0.7222222222222222
487.0,2023-10-27,Hasbaya,2023-10-26,420.83,420.0,121.0,586.586957,4.847826,76.905,92.45,False,True,False,0.851852,1,True,30.04,167.0,25.37,16.5,0.6784,24.32193396226415,0.0,6.717972,6.717972,True,0.0,0.8518518518518519,0.8518518518518519,1,0.25,0.7222222222222222
488.0,2023-10-27,Hasbaya,2023-10-26,423.38,420.0,136.0,678.521739,4.98913,78.445,86.35,False,True,False,0.851852,1,True,30.04,167.0,25.37,16.2,0.3370666666666666,48.06170886075949,0.0,5.680655,5.680655,True,0.0,0.8518518518518519,0.8518518518518519,1,0.25,0.7222222222222222
489.0,2023-10-27,Hasbaya,2023-10-26,508.16,450.0,142.0,944.608696,6.652174,82.435,106.13,False,True,False,0.851852,1,True,30.04,167.0,25.37,16.2,0.3413333333333333,47.4609375,0.0,7.208725,7.208725,True,0.0,0.8518518518518519,0.8518518518518519,1,0.25,0.7222222222222222
490.0,2023-10-27,Hasbaya,2023-10-26,459.58,400.0,140.0,1057.101449,7.550725,78.155,96.05,False,True,False,0.851852,1,True,30.04,167.0,25.37,16.2,0.4352,37.22426470588234,0.0,4.67976,4.67976,True,0.0,0.8518518518518519,0.8518518518518519,1,0.25,0.7222222222222222
491.0,2023-10-31,ElJahliye,2023-10-30,173.09,170.0,46.0,103.333333,2.246377,53.92,63.74,True,False,False,1.0,1,False,44.57,67.0,22.18,14.4,0.32,45.0,0.0,4.499929,4.499929,True,0.0,1.0,1.0,1,0.25,0.7777777777777778
492.0,2023-10-31,ElJahliye,2023-10-30,171.36,160.0,56.0,163.73913,2.923913,56.21,64.08,True,False,False,1.0,1,True,44.57,67.0,22.18,16.0,0.3242666666666667,49.34210526315789,0.0,5.815261,5.815261,True,0.0,1.0,1.0,1,0.25,0.7777777777777778
493.0,2023-10-31,ElJahliye,2023-10-30,213.12,210.0,59.0,150.492754,2.550725,58.425,69.31,True,False,False,1.0,1,False,44.57,67.0,22.18,15.0,0.3413333333333333,43.9453125,0.0,4.122522,4.122522,True,0.0,1.0,1.0,1,0.25,0.7777777777777778
494.0,2023-10-31,ElJahliye,2023-10-30,236.23,230.0,74.0,195.188406,2.637681,59.95,73.22,True,False,False,1.0,1,True,44.57,67.0,22.18,15.2,0.3626666666666666,41.91176470588236,0.0,3.592448,3.592448,True,0.0,1.0,1.0,1,0.25,0.7777777777777778
495.0,2023-10-31,ElJahliye,2023-10-30,157.89,150.0,46.0,114.5,2.48913,55.115,63.78,True,False,False,1.0,1,True,44.57,67.0,22.18,15.2,0.3626666666666666,41.91176470588234,0.0,3.968388,3.968388,True,0.0,1.0,1.0,1,0.25,0.7777777777777778
496.0,2023-10-31,ElJahliye,2023-10-30,207.63,200.0,64.0,212.173913,3.315217,59.56,68.42,True,False,False,1.0,1,False,44.57,67.0,22.18,15.0,0.3157333333333333,47.50844594594594,0.0,3.725549,3.725549,True,0.0,1.0,1.0,1,0.25,0.7777777777777778
497.0,2023-10-31,ElJahliye,2023-10-30,130.95,130.0,36.0,88.565217,2.460145,56.54,60.94,True,False,False,1.0,1,False,44.57,67.0,22.18,15.0,0.4053333333333333,37.00657894736842,0.0,3.580863,3.580863,True,0.0,1.0,1.0,1,0.25,0.7777777777777778
498.0,2023-10-31,ElJahliye,2023-10-30,124.04,120.0,36.0,94.826087,2.634058,48.82,59.77,True,False,False,1.0,1,True,44.57,67.0,22.18,15.4,0.4352,35.3860294117647,0.0,5.139253,5.139253,True,0.0,1.0,1.0,1,0.25,0.7777777777777778
499.0,2023-10-31,ElJahliye,2023-10-30,193.04,190.0,60.0,175.0,2.916667,57.105,68.99,True,False,False,1.0,1,False,44.57,67.0,22.18,15.0,0.3285333333333333,45.65746753246753,0.0,4.133558,4.133558,True,0.0,1.0,1.0,1,0.25,0.7777777777777778
500.0,2023-10-31,ElJahliye,2023-10-30,155.23,150.0,47.0,146.278986,3.112319,52.725,61.39,True,False,False,1.0,1,False,44.57,67.0,22.18,15.0,0.4565333333333334,32.85630841121495,0.0,4.570708,4.570708,True,0.0,1.0,1.0,1,0.25,0.7777777777777778
501.0,2023-10-31,ElJahliye,2023-10-30,148.33,140.0,48.0,122.434783,2.550725,52.03,62.71,True,False,False,1.0,1,True,44.57,67.0,22.18,15.2,0.4608000000000001,32.9861111111111,0.0,4.29891,4.29891,True,0.0,1.0,1.0,1,0.25,0.7777777777777778
502.0,2023-10-31,ElJahliye,2023-10-30,113.57,110.0,36.0,97.695652,2.713768,41.305,51.91,True,False,False,1.0,1,False,44.57,67.0,22.18,15.0,0.3925333333333333,38.213315217391305,0.0,7.390488,7.390488,True,0.0,1.0,1.0,1,0.25,0.7777777777777778
505.0,2023-11-08,Hasbaya,2023-11-07,332.45,320.0,113.0,727.539855,6.438406,75.36,83.81,False,True,False,0.148148,1,False,42.62,138.0,20.22,7.2,0.4992,14.423076923076923,0.0,4.916648,4.916648,True,0.0,0.1481481481481481,0.1481481481481481,1,0.25,0.8888888888888888
508.0,2023-11-08,Hasbaya,2023-11-07,136.83,130.0,138.0,588.5,4.264493,49.45,63.76,False,True,False,0.148148,1,True,42.62,138.0,20.22,16.8,0.6741333333333333,24.920886075949365,0.0,5.729504,5.729504,True,0.0,0.1481481481481481,0.1481481481481481,1,0.25,0.8888888888888888
509.0,2023-11-08,Hasbaya,2023-11-07,111.15,100.0,35.0,132.264493,3.778986,45.3,60.11,False,True,False,0.148148,1,True,42.62,138.0,20.22,15.4,0.3797333333333334,40.55477528089887,0.0,4.969495,4.969495,True,0.0,0.1481481481481481,0.1481481481481481,1,0.25,0.8888888888888888
510.0,2023-11-08,Hasbaya,2023-11-07,147.26,140.0,49.0,189.786232,3.873188,51.0,64.11,False,True,False,0.148148,1,True,42.62,138.0,20.22,16.2,0.4522666666666667,35.8195754716981,0.0,7.633774,7.633774,True,0.0,0.1481481481481481,0.1481481481481481,1,0.25,0.8888888888888888
511.0,2023-11-08,Hasbaya,2023-11-07,296.15,290.0,92.0,425.666667,4.626812,68.91,80.06,False,True,False,0.148148,1,True,42.62,138.0,20.22,16.5,0.3711999999999999,44.45043103448276,0.0,8.117057,8.117057,True,0.0,0.1481481481481481,0.1481481481481481,1,0.25,0.8888888888888888
512.0,2023-11-08,Hasbaya,2023-11-07,243.38,240.0,70.0,377.137681,5.387681,64.775,77.49,False,True,False,0.148148,1,True,42.62,138.0,20.22,17.2,0.3455999999999999,49.76851851851852,0.0,6.260972,6.260972,True,0.0,0.1481481481481481,0.1481481481481481,1,0.25,0.8888888888888888
513.0,2023-11-08,Hasbaya,2023-11-07,366.48,360.0,120.0,524.782609,4.373188,75.92,86.39,False,True,False,0.148148,1,True,42.62,138.0,20.22,17.1,0.384,44.53124999999999,0.0,6.260516,6.260516,True,0.0,0.1481481481481481,0.1481481481481481,1,0.25,0.8888888888888888
515.0,2023-11-08,Hasbaya,2023-11-07,408.25,400.0,134.0,609.797101,4.550725,75.13,87.29,False,True,False,0.148148,1,True,42.62,138.0,20.22,16.2,0.4138666666666667,39.14304123711339,0.0,7.140836,7.140836,True,0.0,0.1481481481481481,0.1481481481481481,1,0.25,0.8888888888888888
516.0,2023-11-08,Hasbaya,2023-11-07,176.36,170.0,51.0,247.23913,4.847826,55.63,66.88,False,True,False,0.148148,1,True,42.62,138.0,20.22,17.0,0.3157333333333333,53.8429054054054,0.0,6.686696,6.686696,True,0.0,0.1481481481481481,0.1481481481481481,1,0.25,0.8888888888888888
517.0,2023-11-08,Hasbaya,2023-11-07,266.09,260.0,77.0,355.148551,4.612319,66.765,76.53,False,True,False,0.148148,1,True,42.62,138.0,20.22,15.6,0.2944,52.9891304347826,0.0,6.541913,6.541913,True,0.0,0.1481481481481481,0.1481481481481481,1,0.25,0.8888888888888888
518.0,2023-11-08,Hasbaya,2023-11-07,361.53,350.0,126.0,845.934783,6.713768,73.045,88.79,False,True,False,0.148148,1,True,42.62,138.0,20.22,17.2,0.4821333333333333,35.674778761061944,0.0,5.371668,5.371668,True,0.0,0.1481481481481481,0.1481481481481481,1,0.25,0.8888888888888888
519.0,2023-11-08,Hasbaya,2023-11-07,216.89,210.0,40.0,199.855073,4.996377,58.945,74.23,False,True,False,0.148148,1,False,42.62,138.0,20.22,15.0,0.3583999999999998,41.85267857142858,0.0,9.076448,9.076448,True,0.0,0.1481481481481481,0.1481481481481481,1,0.25,0.8888888888888888
520.0,2023-11-08,Hasbaya,2023-11-07,159.55,150.0,46.0,271.0,5.891304,54.71,65.03,False,True,False,0.148148,1,True,42.62,138.0,20.22,17.0,0.384,44.27083333333333,0.0,8.695413,8.695413,True,0.0,0.1481481481481481,0.1481481481481481,1,0.25,0.8888888888888888
521.0,2023-11-08,Hasbaya,2023-11-07,114.16,100.0,32.0,112.115942,3.503623,46.005,59.71,False,True,False,0.148148,1,True,42.62,138.0,20.22,17.4,0.5717333333333334,30.43376865671641,0.0,11.416217,11.416217,True,0.0,0.1481481481481481,0.1481481481481481,1,0.25,0.8888888888888888
522.0,2023-11-08,Hasbaya,2023-11-07,103.05,90.0,34.0,98.181159,2.887681,42.855,57.68,False,True,False,0.148148,1,True,42.62,138.0,20.22,16.0,0.4608,34.72222222222222,0.0,6.784227,6.784227,True,0.0,0.1481481481481481,0.1481481481481481,1,0.25,0.8888888888888888
523.0,2023-11-09,ElJahliye,2023-11-09,163.9,160.0,41.0,161.326087,3.934783,48.47,68.11,True,False,False,0.222222,0,True,63.82,82.0,17.72,16.0,0.3754666666666666,42.61363636363636,0.0,10.273285,10.273285,True,0.0,0.2222222222222222,0.1851851851851851,0,0.0,0.9166666666666666
524.0,2023-11-09,ElJahliye,2023-11-09,204.68,200.0,60.0,282.826087,4.713768,62.21,76.98,True,False,False,0.222222,0,False,63.82,82.0,17.72,14.0,0.4096,34.1796875,0.0,4.717844,4.717844,True,0.0,0.2222222222222222,0.1851851851851851,0,0.0,0.9166666666666666
525.0,2023-11-09,ElJahliye,2023-11-09,150.95,150.0,48.0,183.304348,3.818841,54.18,63.54,True,False,False,0.222222,0,False,63.82,82.0,17.72,14.6,0.3626666666666666,40.257352941176464,0.0,8.417944,8.417944,True,0.0,0.2222222222222222,0.1851851851851851,0,0.0,0.9166666666666666
526.0,2023-11-09,ElJahliye,2023-11-09,179.66,180.0,63.0,473.907217,7.522337,58.125,68.35,True,False,False,0.222222,0,True,63.82,82.0,17.72,15.2,0.4138666666666666,36.72680412371134,0.0,3.908491,3.908491,True,0.0,0.2222222222222222,0.1851851851851851,0,0.0,0.9166666666666666
527.0,2023-11-09,ElJahliye,2023-11-09,202.96,200.0,69.0,440.556701,6.38488,61.595,72.3,True,False,False,0.222222,0,True,63.82,82.0,17.72,15.6,0.3584,43.52678571428572,0.0,5.326148,5.326148,True,0.0,0.2222222222222222,0.1851851851851851,0,0.0,0.9166666666666666
528.0,2023-11-09,ElJahliye,2023-11-09,198.14,200.0,66.0,255.154639,3.865979,62.49,69.88,True,False,False,0.222222,0,True,63.82,82.0,17.72,16.0,0.3157333333333333,50.67567567567567,0.0,4.54908,4.54908,True,0.0,0.2222222222222222,0.1851851851851851,0,0.0,0.9166666666666666
529.0,2023-11-09,ElJahliye,2023-11-09,182.62,180.0,57.0,261.494845,4.587629,57.5,77.04,True,False,False,0.222222,0,True,63.82,82.0,17.72,16.2,0.32,50.625,0.0,5.318524,5.318524,True,0.0,0.2222222222222222,0.1851851851851851,0,0.0,0.9166666666666666
530.0,2023-11-09,ElJahliye,2023-11-09,157.66,160.0,46.0,153.333333,3.333333,55.5,64.89,True,False,False,0.222222,0,False,63.82,82.0,17.72,14.4,0.4352,33.088235294117645,0.0,4.456994,4.456994,True,0.0,0.2222222222222222,0.1851851851851851,0,0.0,0.9166666666666666
531.0,2023-11-09,ElJahliye,2023-11-09,194.92,200.0,56.0,290.584192,5.189003,60.495,72.3,True,False,False,0.222222,0,False,63.82,82.0,17.72,14.2,0.4096,34.66796875,0.0,5.615982,5.615982,True,0.0,0.2222222222222222,0.1851851851851851,0,0.0,0.9166666666666666
532.0,2023-11-09,ElJahliye,2023-11-09,155.82,150.0,49.0,214.185567,4.371134,55.925,65.02,True,False,False,0.222222,0,True,63.82,82.0,17.72,15.4,0.3285333333333333,46.875,0.0,8.382806,8.382806,True,0.0,0.2222222222222222,0.1851851851851851,0,0.0,0.9166666666666666
533.0,2023-11-09,ElJahliye,2023-11-09,126.21,130.0,38.0,123.402062,3.247423,51.21,60.8,True,False,False,0.222222,0,False,63.82,82.0,17.72,14.0,0.4437333333333333,31.550480769230766,0.0,3.847037,3.847037,True,0.0,0.2222222222222222,0.1851851851851851,0,0.0,0.9166666666666666
534.0,2023-11-09,ElJahliye,2023-11-09,187.54,190.0,63.0,218.226804,3.463918,53.46,74.85,True,False,False,0.222222,0,False,63.82,82.0,17.72,10.0,0.3797333333333333,26.33426966292135,0.0,6.748764,6.748764,True,0.0,0.2222222222222222,0.1851851851851851,0,0.0,0.9166666666666666
535.0,2023-11-09,ElJahliye,2023-11-09,170.24,160.0,54.0,291.154639,5.391753,56.795,70.91,True,False,False,0.222222,0,True,63.82,82.0,17.72,15.2,0.4096,37.109375,0.0,6.363231,6.363231,True,0.0,0.2222222222222222,0.1851851851851851,0,0.0,0.9166666666666666
536.0,2023-11-09,ElJahliye,2023-11-09,189.52,180.0,62.0,280.171821,4.5189,57.905,62.89,True,False,False,0.222222,0,True,63.82,82.0,17.72,16.4,0.3626666666666666,45.2205882352941,0.0,9.936611,9.936611,True,0.0,0.2222222222222222,0.1851851851851851,0,0.0,0.9166666666666666
537.0,2023-11-09,ElJahliye,2023-11-09,147.2,140.0,48.0,218.72165,4.556701,53.96,64.59,True,False,False,0.222222,0,False,63.82,82.0,17.72,10.0,0.3925333333333333,25.475543478260867,0.0,9.324447,9.324447,True,0.0,0.2222222222222222,0.1851851851851851,0,0.0,0.9166666666666666
538.0,2023-11-09,ElJahliye,2023-11-09,182.38,180.0,51.0,172.453608,3.381443,56.22,68.54,True,False,False,0.222222,0,False,63.82,82.0,17.72,13.0,0.3882666666666667,33.482142857142854,0.0,7.342111,7.342111,True,0.0,0.2222222222222222,0.1851851851851851,0,0.0,0.9166666666666666
539.0,2023-11-09,ElJahliye,2023-11-09,204.81,200.0,62.0,206.24055,3.32646,60.23,69.65,True,False,False,0.222222,0,False,63.82,82.0,17.72,14.0,0.384,36.45833333333333,0.0,5.351327,5.351327,True,0.0,0.2222222222222222,0.1851851851851851,0,0.0,0.9166666666666666
540.0,2023-11-09,ElJahliye,2023-11-09,158.36,150.0,45.0,215.103093,4.780069,53.195,66.81,True,False,False,0.222222,0,True,63.82,82.0,17.72,16.0,0.4096,39.0625,0.0,8.700863,8.700863,True,0.0,0.2222222222222222,0.1851851851851851,0,0.0,0.9166666666666666
541.0,2023-11-09,ElJahliye,2023-11-09,107.24,100.0,37.0,124.350516,3.360825,48.205,56.44,True,False,False,0.222222,0,False,63.82,82.0,17.72,11.0,0.4266666666666666,25.78125,0.0,9.581626,9.581626,True,0.0,0.2222222222222222,0.1851851851851851,0,0.0,0.9166666666666666
542.0,2023-11-09,ElJahliye,2023-11-09,98.36,90.0,28.0,65.910653,2.353952,46.085,51.85,True,False,False,0.222222,0,False,63.82,82.0,17.72,14.4,0.2986666666666666,48.2142857142857,0.0,8.025082,8.025082,True,0.0,0.2222222222222222,0.1851851851851851,0,0.0,0.9166666666666666
543.0,2023-11-15,Rachiine,2023-11-15,302.15,300.0,105.0,445.666667,4.244444,73.62,80.39,False,False,True,0.444444,0,True,78.33,109.0,18.22,15.2,0.5248,28.963414634146336,0.0,3.027762,3.027762,True,0.0,0.4444444444444444,0.4074074074074074,0,0.0,1.0
544.0,2023-11-15,Rachiine,2023-11-15,204.35,200.0,68.0,408.906667,6.013333,66.475,69.92,False,False,True,0.444444,0,False,78.33,109.0,18.22,15.0,0.512,29.296875,0.0,3.794861,3.794861,True,0.0,0.4444444444444444,0.4074074074074074,0,0.0,1.0
545.0,2023-11-15,Rachiine,2023-11-15,284.71,270.0,100.0,492.0,4.92,72.05,78.87,False,False,True,0.444444,0,True,78.33,109.0,18.22,16.0,0.5674666666666667,28.195488721804505,0.0,4.071025,4.071025,True,0.0,0.4444444444444444,0.4074074074074074,0,0.0,1.0
546.0,2023-11-15,Rachiine,2023-11-15,184.16,180.0,62.0,251.582222,4.057778,64.66,66.4,False,False,True,0.444444,0,True,78.33,109.0,18.22,16.6,0.5034666666666667,32.97139830508475,0.0,4.384809,4.384809,True,0.0,0.4444444444444444,0.4074074074074074,0,0.0,1.0
547.0,2023-11-15,Rachiine,2023-11-15,422.02,410.0,146.0,506.782222,3.471111,84.7,87.78,False,False,True,0.444444,0,True,78.33,109.0,18.22,16.8,0.4309333333333333,38.98514851485148,0.0,6.74159,6.74159,True,0.0,0.4444444444444444,0.4074074074074074,0,0.0,1.0
548.0,2023-11-15,Rachiine,2023-11-15,229.84,220.0,70.0,360.888889,5.155556,68.69,72.76,False,False,True,0.444444,0,True,78.33,109.0,18.22,15.4,0.4992,30.84935897435897,0.0,6.275228,6.275228,True,0.0,0.4444444444444444,0.4074074074074074,0,0.0,1.0
550.0,2023-11-15,Rachiine,2023-11-15,194.15,180.0,52.0,273.635556,5.262222,64.69,67.0,False,False,True,0.444444,0,True,78.33,109.0,18.22,16.4,0.7168000000000001,22.87946428571428,0.0,5.627168,5.627168,True,0.0,0.4444444444444444,0.4074074074074074,0,0.0,1.0
551.0,2023-11-15,Rachiine,2023-11-15,204.25,200.0,50.0,146.0,2.92,68.275,68.39,False,False,True,0.444444,0,True,78.33,109.0,18.22,15.6,0.4650666666666667,33.54357798165137,0.0,10.629927,10.629927,True,0.0,0.4444444444444444,0.4074074074074074,0,0.0,1.0
552.0,2023-11-15,Rachiine,2023-11-15,225.15,220.0,66.0,440.293333,6.671111,65.865,71.75,False,False,True,0.444444,0,True,78.33,109.0,18.22,15.8,0.5034666666666667,31.382415254237287,0.0,4.248184,4.248184,True,0.0,0.4444444444444444,0.4074074074074074,0,0.0,1.0
553.0,2023-11-15,Rachiine,2023-11-15,333.53,330.0,91.0,406.062222,4.462222,77.245,81.49,False,False,True,0.444444,0,True,78.33,109.0,18.22,16.2,0.4352,37.22426470588234,0.0,7.090206,7.090206,True,0.0,0.4444444444444444,0.4074074074074074,0,0.0,1.0
554.0,2023-11-15,Rachiine,2023-11-15,420.54,410.0,130.0,669.644444,5.151111,85.56,87.06,False,False,True,0.444444,0,True,78.33,109.0,18.22,17.0,0.6314666666666667,26.92145270270269,0.0,5.712174,5.712174,True,0.0,0.4444444444444444,0.4074074074074074,0,0.0,1.0
555.0,2023-11-15,Rachiine,2023-11-15,210.76,210.0,65.0,259.133333,3.986667,68.14,69.8,False,False,True,0.444444,0,True,78.33,109.0,18.22,17.0,0.4992,34.054487179487175,0.0,4.758306,4.758306,True,0.0,0.4444444444444444,0.4074074074074074,0,0.0,1.0
556.0,2023-11-15,Rachiine,2023-11-15,196.75,200.0,61.0,329.128889,5.395556,59.095,68.77,False,False,True,0.444444,0,True,78.33,109.0,18.22,16.0,0.4437333333333333,36.05769230769232,0.0,4.736118,4.736118,True,0.0,0.4444444444444444,0.4074074074074074,0,0.0,1.0
557.0,2023-11-15,Rachiine,2023-11-15,198.41,200.0,70.0,223.377778,3.191111,65.265,67.41,False,False,True,0.444444,0,True,78.33,109.0,18.22,15.5,0.6058666666666666,25.583186619718308,0.0,2.99368,2.99368,True,0.0,0.4444444444444444,0.4074074074074074,0,0.0,1.0
558.0,2023-11-15,Rachiine,2023-11-15,211.49,210.0,61.0,223.937778,3.671111,61.875,69.32,False,False,True,0.444444,0,True,78.33,109.0,18.22,16.4,0.5589333333333333,29.341603053435108,0.0,4.513014,4.513014,True,0.0,0.4444444444444444,0.4074074074074074,0,0.0,1.0
559.0,2023-11-15,Rachiine,2023-11-15,165.73,170.0,52.0,168.48,3.24,64.18,64.34,False,False,True,0.444444,0,False,78.33,109.0,18.22,15.0,0.6869333333333335,21.8361801242236,0.0,4.740864,4.740864,True,0.0,0.4444444444444444,0.4074074074074074,0,0.0,1.0
561.0,2023-11-15,Rachiine,2023-11-15,192.08,190.0,55.0,242.733333,4.413333,64.815,65.37,False,False,True,0.444444,0,True,78.33,109.0,18.22,15.5,0.6058666666666666,25.583186619718308,0.0,4.177643,4.177643,True,0.0,0.4444444444444444,0.4074074074074074,0,0.0,1.0
562.0,2023-11-15,Rachiine,2023-11-15,169.75,170.0,52.0,170.097778,3.271111,59.12,63.74,False,False,True,0.444444,0,False,78.33,109.0,18.22,15.0,0.6272,23.91581632653061,0.0,4.898972,4.898972,True,0.0,0.4444444444444444,0.4074074074074074,0,0.0,1.0
563.0,2023-11-15,Rachiine,2023-11-15,175.05,170.0,61.0,143.96,2.36,58.0,65.96,False,False,True,0.444444,0,True,78.33,109.0,18.22,16.0,0.576,27.77777777777777,0.0,3.482196,3.482196,True,0.0,0.4444444444444444,0.4074074074074074,0,0.0,1.0
564.0,2023-11-15,Rachiine,2023-11-15,214.85,210.0,60.0,250.133333,4.168889,66.75,70.98,False,False,True,0.444444,0,True,78.33,109.0,18.22,17.0,0.5888000000000001,28.87228260869565,0.0,6.453838,6.453838,True,0.0,0.4444444444444444,0.4074074074074074,0,0.0,1.0
